referral_id,referrer_id,referee_id,referral_code,timestamp,referrer_device_id,referee_device_id,referrer_ip,referee_ip,ip_account_count,email_domain,referrer_account_age_days,referee_account_age_days,referrals_in_7d,referrals_in_1hr,min_gap_sec,referral_code_usage_7d,referrer_city,referee_city,geo_velocity_kmph,location_mismatch_flag,same_address_count,pan_hash,identity_risk_score,credit_age_months,device_similarity_score,card_activated,cash_advance_ratio,promo_active,promo_start_gap_min,referrer_dormancy_days,referral_cluster_id,referral_cluster_size,fraud_type,is_fraud
REF_006081,CUST_29390,CUST_64370,CODE_9390_816,2025-06-06 14:47:37,DEV_61FDF27D,DEV_B21FC15D,192.168.232.54,192.168.64.21,2,hotmail.com,770,33,2,0,20597,1,Hyderabad,Kolkata,49.28,False,1,75f0fab54c5368b7,0.293,53,0.261,True,0.022,False,-1,5,CLUSTER_0000,1,LEGITIMATE,0
REF_007531,CUST_14508,CUST_79016,CODE_4508_350,2025-10-07 18:30:31,DEV_C0953AE8,DEV_51D21F10,192.168.112.234,10.52.178.163,2,yahoo.com,1236,201,3,0,45564,4,Pune,Delhi,8.48,False,1,c0725c7c84b6b4c7,0.265,96,0.012,True,0.132,False,-1,0,CLUSTER_0000,1,LEGITIMATE,0
REF_004683,CUST_50338,CUST_64710,CODE_0338_682,2026-02-21 06:21:25,DEV_D8A64FC8,DEV_318FB862,10.84.243.212,10.1.164.163,1,rediffmail.com,1128,175,0,0,19700,2,Hyderabad,Ahmedabad,18.02,False,2,6f4ff94e0169d2cf,0.232,80,0.04,True,0.074,False,-1,26,CLUSTER_0000,1,LEGITIMATE,0
REF_004396,CUST_31376,CUST_75042,CODE_1376_512,2025-06-30 02:14:43,DEV_584AF13B,DEV_155619DA,10.144.192.118,192.168.156.43,1,icloud.com,1602,103,2,0,38356,3,Hyderabad,Surat,49.41,False,2,d8a2030f124c6e10,0.276,38,0.087,True,0.101,False,-1,16,CLUSTER_0000,1,LEGITIMATE,0
REF_005322,CUST_50993,CUST_63149,CODE_0993_316,2025-06-08 12:44:14,DEV_0F94178B,DEV_EA5E4ACF,192.168.229.214,172.23.49.97,2,outlook.com,309,135,0,0,73663,1,Hyderabad,Kolkata,12.91,False,1,f4c6298c107fd4dc,0.177,42,0.103,True,0.052,False,-1,29,CLUSTER_0000,1,LEGITIMATE,0
REF_004642,CUST_58804,CUST_68384,CODE_8804_584,2025-10-09 07:59:47,DEV_55822EFB,DEV_C1F49143,172.29.162.190,192.168.30.29,1,protonmail.com,414,95,1,0,11944,1,Kolkata,Delhi,1.0,False,2,ff59798ef85c0c3c,0.036,25,0.257,True,0.03,False,-1,10,CLUSTER_0000,1,LEGITIMATE,0
REF_003273,CUST_41010,CUST_67537,CODE_1010_912,2025-12-04 23:10:21,DEV_C8DA1EE6,DEV_7E6F21FB,10.226.107.228,10.195.80.150,1,protonmail.com,1065,200,0,0,86111,3,Bengaluru,Pune,53.55,False,1,682cc13f0253c1a9,0.036,93,0.416,True,0.063,False,-1,13,CLUSTER_0000,1,LEGITIMATE,0
REF_005825,CUST_24238,CUST_71458,CODE_4238_554,2025-05-30 19:34:16,DEV_7139A36B,DEV_FD3C3479,192.168.194.103,192.168.94.250,2,gmail.com,268,342,1,0,30022,2,Ahmedabad,Jaipur,56.95,False,1,a62939d5dd1afe8f,0.16,14,0.267,True,0.142,False,-1,11,CLUSTER_0000,1,LEGITIMATE,0
REF_003405,CUST_29914,CUST_77368,CODE_9914_393,2025-05-17 07:34:18,DEV_F7525660,DEV_70F54545,172.28.225.89,172.27.93.58,1,outlook.com,474,343,0,0,68559,4,Chennai,Ahmedabad,2.93,False,2,ccbe0530823c4f5a,0.191,78,0.104,True,0.032,False,-1,17,CLUSTER_0000,1,LEGITIMATE,0
REF_006752,CUST_33056,CUST_61188,CODE_3056_819,2025-06-11 16:39:49,DEV_35E4BE21,DEV_FEF4EEB3,172.19.118.134,192.168.95.241,2,rediffmail.com,782,301,1,0,38418,3,Ahmedabad,Bengaluru,58.41,False,1,8e4fc0666ef345ec,0.005,23,0.049,True,0.01,False,-1,21,CLUSTER_0000,1,LEGITIMATE,0
REF_008644,CUST_50699,CUST_93740,CODE_0699_161,2026-04-22 12:48:24,DEV_B38D65A4,DEV_91D33B54,172.20.228.79,10.179.223.50,3,outlook.com,36,5,2,1,54538,3,Surat,Hyderabad,37.66,False,2,f863cec91a208933,0.071,55,0.309,True,0.071,False,-1,21,CLUSTER_0011,4,REFERRAL_RING,1
REF_000701,CUST_40276,CUST_93724,CODE_0276_523,2025-12-19 00:44:26,DEV_25434A03,DEV_1A23CB42,172.29.70.213,172.30.249.24,2,rediffmail.com,1724,296,1,0,75136,5,Mumbai,Jaipur,44.51,False,1,e1c13024e718578d,0.054,21,0.221,True,0.091,False,-1,11,CLUSTER_0000,1,LEGITIMATE,0
REF_008577,CUST_49758,CUST_65978,CODE_9758_770,2025-05-02 02:09:32,DEV_45FEE841,DEV_45FEE841,10.165.7.85,10.104.231.61,2,protonmail.com,703,193,1,1,27685,4,Pune,Bengaluru,6.1,False,2,9d4feefeca951b61,0.186,86,0.247,True,0.105,False,-1,3,CLUSTER_0000,1,SELF_REFERRAL,1
REF_008709,CUST_36260,CUST_87840,CODE_6260_603,2026-04-22 12:45:07,DEV_89C07A2B,DEV_2653D845,192.168.9.152,10.180.41.122,1,icloud.com,52,13,2,1,67220,1,Delhi,Jaipur,43.12,False,1,4f908b5e42171040,0.089,40,0.435,True,0.023,False,-1,13,CLUSTER_0022,6,REFERRAL_RING,1
REF_007744,CUST_52129,CUST_81777,CODE_2129_569,2025-09-04 05:21:18,DEV_9EE3A78D,DEV_6314B1F8,192.168.216.165,10.221.41.168,2,gmail.com,1033,175,0,0,72810,2,Bengaluru,Ahmedabad,0.41,False,2,c5b54ce41504286e,0.209,71,0.273,True,0.059,False,-1,14,CLUSTER_0000,1,LEGITIMATE,0
REF_009953,CUST_38440,CUST_65261,CODE_8440_200,2025-10-16 18:19:42,DEV_63E50193,DEV_CC07205A,172.18.19.251,172.22.98.39,1,outlook.com,1544,30,3,1,83200,2,Delhi,Jaipur,10.56,False,2,bd332473f2a44bde,0.462,103,0.257,True,0.031,False,-1,15,CLUSTER_0000,1,IDENTITY_DOC_REUSE,1
REF_008775,CUST_21140,CUST_68762,CODE_1140_279,2026-04-22 12:45:54,DEV_A8AAFFBE,DEV_5A46F026,172.18.92.42,10.136.81.64,2,rediffmail.com,35,43,3,0,55160,1,Delhi,Kolkata,23.71,False,1,7d54d9c6bcf0d4ba,0.187,119,0.091,True,0.072,False,-1,13,CLUSTER_0033,6,REFERRAL_RING,1
REF_007289,CUST_55945,CUST_77146,CODE_5945_409,2025-12-04 15:43:16,DEV_ADD6321D,DEV_C520D22D,172.20.216.134,172.19.215.70,1,rediffmail.com,1522,247,2,0,21099,1,Kolkata,Jaipur,36.18,False,2,86597175f51817d9,0.083,62,0.097,True,0.141,False,-1,8,CLUSTER_0000,1,LEGITIMATE,0
REF_005021,CUST_24507,CUST_86038,CODE_4507_763,2025-06-28 05:33:43,DEV_4F9AD6D5,DEV_9F903E25,192.168.194.168,10.176.109.49,1,hotmail.com,1440,283,3,0,33134,4,Delhi,Hyderabad,43.1,False,2,dd94bdb4f89d3620,0.095,69,0.298,True,0.094,False,-1,5,CLUSTER_0000,1,LEGITIMATE,0
REF_004114,CUST_44581,CUST_61139,CODE_4581_993,2025-05-07 09:36:38,DEV_7580D132,DEV_3DA01AE5,172.25.174.56,10.52.135.239,2,icloud.com,723,279,1,0,39654,1,Surat,Delhi,29.8,False,2,0eb5e1ef3c4d3058,0.009,91,0.42,True,0.009,False,-1,16,CLUSTER_0000,1,LEGITIMATE,0
REF_003035,CUST_32646,CUST_99853,CODE_2646_701,2026-02-24 12:28:16,DEV_2A26954B,DEV_3F4884EB,10.78.242.141,192.168.61.74,1,gmail.com,1002,260,1,0,39781,4,Hyderabad,Jaipur,11.82,False,2,5a70dc53a005ff7b,0.258,21,0.346,True,0.071,False,-1,18,CLUSTER_0000,1,LEGITIMATE,0
REF_008545,CUST_55760,CUST_93657,CODE_5760_596,2025-12-12 10:30:05,DEV_AB84B0CE,DEV_AB84B0CE,10.9.186.224,10.89.46.121,2,gmail.com,897,131,2,0,69589,5,Delhi,Chennai,40.79,False,1,c7d64db32a497a9d,0.327,46,0.256,True,0.08,False,-1,16,CLUSTER_0000,1,SELF_REFERRAL,1
REF_006726,CUST_10512,CUST_72149,CODE_0512_783,2025-05-22 02:03:35,DEV_8D66AE76,DEV_1F79669C,192.168.13.224,192.168.128.189,2,gmail.com,669,201,2,0,20220,2,Jaipur,Pune,8.61,False,2,2f183d5df0e04aaf,0.047,81,0.054,True,0.102,False,-1,17,CLUSTER_0000,1,LEGITIMATE,0
REF_009498,CUST_52607,CUST_80132,CODE_2607_170,2025-07-29 08:48:00,DEV_613F0D34,DEV_6BFBF84D,172.30.252.146,172.21.136.185,1,mailinator.com,1166,13,3,0,65911,2,Mumbai,Ahmedabad,25.72,False,2,374e770e5f46dbae,0.763,144,0.573,True,0.057,False,-1,3,CLUSTER_0000,1,SYNTHETIC_IDENTITY,1
REF_008223,CUST_13842,CUST_61867,CODE_3842_268,2025-05-17 07:51:37,DEV_67D77397,DEV_9095084E,192.168.215.68,10.84.115.254,2,gmail.com,1891,293,1,0,22335,5,Kolkata,Pune,36.57,False,1,0d585f2ff857a6eb,0.208,21,0.198,True,0.075,False,-1,9,CLUSTER_0000,1,LEGITIMATE,0
REF_006392,CUST_54583,CUST_89128,CODE_4583_838,2025-10-19 02:59:05,DEV_332FE6E2,DEV_6692A6D7,10.71.197.249,10.234.99.53,2,rediffmail.com,989,101,1,0,67259,3,Delhi,Pune,33.38,False,2,1c0d0cbdd2eea86a,0.2,44,0.406,True,0.033,False,-1,19,CLUSTER_0000,1,LEGITIMATE,0
REF_003609,CUST_35858,CUST_70363,CODE_5858_114,2025-04-22 09:33:40,DEV_08E0BC34,DEV_24F35C20,10.71.145.95,10.200.194.202,2,yahoo.com,532,345,0,0,67608,5,Hyderabad,Ahmedabad,33.25,False,1,98a2761a04fc9c8c,0.048,22,0.2,True,0.006,False,-1,1,CLUSTER_0000,1,LEGITIMATE,0
REF_008027,CUST_43271,CUST_78215,CODE_3271_208,2025-09-22 16:52:20,DEV_1A8CF8C6,DEV_AA4C6BC4,192.168.249.44,172.19.88.205,2,icloud.com,395,312,3,0,52359,2,Hyderabad,Surat,12.49,False,1,edf8c2c3e1abe858,0.056,49,0.085,True,0.071,False,-1,7,CLUSTER_0000,1,LEGITIMATE,0
REF_005667,CUST_50086,CUST_75596,CODE_0086_926,2025-08-15 23:09:24,DEV_94C8202A,DEV_084AD8C6,172.16.220.232,10.96.0.125,1,icloud.com,1633,65,1,0,68344,1,Jaipur,Ahmedabad,47.03,False,2,91b0d085435d3ae8,0.163,54,0.2,True,0.035,False,-1,24,CLUSTER_0000,1,LEGITIMATE,0
REF_006850,CUST_15697,CUST_79560,CODE_5697_704,2025-10-25 15:58:23,DEV_759433C4,DEV_02ED5194,192.168.112.221,10.47.205.41,1,yahoo.com,1668,207,3,0,52862,2,Kolkata,Hyderabad,41.93,False,2,093ca55295dda83d,0.073,20,0.095,True,0.004,False,-1,9,CLUSTER_0000,1,LEGITIMATE,0
REF_008252,CUST_57138,CUST_61509,CODE_7138_616,2025-12-01 10:52:15,DEV_2B604BC6,DEV_2B604BC6,192.168.1.80,172.19.230.166,2,outlook.com,812,319,3,0,16294,5,Kolkata,Chennai,0.77,False,1,32d8b8d25caa71ea,0.107,107,0.369,True,0.106,False,-1,16,CLUSTER_0000,1,SELF_REFERRAL,1
REF_004399,CUST_46987,CUST_68674,CODE_6987_778,2025-11-23 07:41:40,DEV_65618A76,DEV_9EA963EC,172.28.170.112,192.168.12.47,2,rediffmail.com,1590,235,3,0,27324,4,Mumbai,Pune,47.06,False,1,025548d424f9276c,0.008,39,0.115,True,0.112,False,-1,10,CLUSTER_0000,1,LEGITIMATE,0
REF_005518,CUST_53917,CUST_71340,CODE_3917_207,2026-03-16 16:32:53,DEV_E633106C,DEV_2C31E685,10.240.34.208,10.67.127.135,2,gmail.com,1805,192,0,0,32782,5,Bengaluru,Pune,3.49,False,2,ca03da1b66a0382d,0.046,89,0.076,True,0.073,False,-1,19,CLUSTER_0000,1,LEGITIMATE,0
REF_001742,CUST_55259,CUST_87868,CODE_5259_587,2026-02-15 09:27:58,DEV_BDFE3D1E,DEV_63E8D4F0,192.168.218.128,10.243.133.211,1,protonmail.com,355,138,1,0,7700,5,Ahmedabad,Surat,27.21,False,1,94948371b36e8fb1,0.221,27,0.291,True,0.039,False,-1,16,CLUSTER_0000,1,LEGITIMATE,0
REF_002019,CUST_31859,CUST_80423,CODE_1859_889,2025-07-12 05:28:01,DEV_5A401279,DEV_9CF8DDD5,10.58.164.13,172.27.205.207,1,gmail.com,713,101,0,0,13108,4,Bengaluru,Delhi,52.5,False,2,277ee30de67c8a0b,0.016,95,0.31,True,0.086,False,-1,29,CLUSTER_0000,1,LEGITIMATE,0
REF_003015,CUST_30246,CUST_87346,CODE_0246_907,2025-05-23 03:48:57,DEV_F4352864,DEV_1A18E66C,172.18.225.174,10.117.255.1,2,icloud.com,1644,133,3,0,20155,5,Ahmedabad,Surat,17.01,False,1,b1801a7ab234567c,0.087,52,0.215,True,0.111,False,-1,30,CLUSTER_0000,1,LEGITIMATE,0
REF_007509,CUST_22082,CUST_64770,CODE_2082_152,2025-09-05 07:10:40,DEV_921B95CF,DEV_A4FBF30B,172.23.93.17,192.168.92.218,2,gmail.com,1209,293,0,0,15724,1,Hyderabad,Jaipur,10.74,False,2,58367cf0ee5b49df,0.107,87,0.01,True,0.144,False,-1,0,CLUSTER_0000,1,LEGITIMATE,0
REF_000604,CUST_24915,CUST_88560,CODE_4915_328,2025-05-19 06:25:57,DEV_93A94C32,DEV_2027A5A8,192.168.169.93,172.28.225.80,1,yahoo.com,632,128,0,0,62925,2,Mumbai,Ahmedabad,7.85,False,2,890575bfacedd000,0.077,63,0.438,True,0.116,False,-1,30,CLUSTER_0000,1,LEGITIMATE,0
REF_009031,CUST_44794,CUST_92192,CODE_4794_452,2025-04-27 01:44:58,DEV_6213B5A5,DEV_CF80846D,192.168.147.68,192.168.63.221,1,rediffmail.com,281,247,9,1,515,1,Kolkata,Kolkata,42.52,False,2,eb7eb60727819951,0.478,113,0.327,True,0.097,False,-1,30,CLUSTER_0000,1,HIGH_VELOCITY,1
REF_006606,CUST_47735,CUST_75009,CODE_7735_793,2025-04-27 00:19:44,DEV_62FC7B2C,DEV_E0E18938,10.69.117.194,192.168.192.73,1,rediffmail.com,1906,202,0,0,70556,4,Kolkata,Jaipur,34.9,False,2,831a71b54775279b,0.289,91,0.308,True,0.046,False,-1,26,CLUSTER_0000,1,LEGITIMATE,0
REF_000394,CUST_31859,CUST_80387,CODE_1859_889,2025-08-16 21:50:43,DEV_5A401279,DEV_D1F6785E,10.58.164.13,172.18.15.202,2,icloud.com,1946,237,0,0,28287,4,Bengaluru,Bengaluru,19.14,False,2,63ae3afda2a08698,0.206,13,0.243,True,0.116,False,-1,20,CLUSTER_0000,1,LEGITIMATE,0
REF_001248,CUST_47088,CUST_75265,CODE_7088_798,2025-07-31 17:52:46,DEV_66981B37,DEV_0CA9A895,172.31.81.57,10.216.215.250,1,outlook.com,1751,111,3,0,56105,1,Bengaluru,Chennai,36.39,False,1,c25ddfdf1a823373,0.158,64,0.272,True,0.091,False,-1,28,CLUSTER_0000,1,LEGITIMATE,0
REF_009567,CUST_14209,CUST_72902,CODE_4209_524,2025-07-22 20:41:36,DEV_6F7CD9BF,DEV_42BDC0D1,192.168.249.212,172.25.68.126,2,yahoo.com,1290,62,5,11,33,5,Kolkata,Pune,21.4,False,2,365d995b8067d7b5,0.203,114,0.284,True,0.12,False,-1,8,CLUSTER_0000,1,BURST_VELOCITY,1
REF_003020,CUST_58736,CUST_82765,CODE_8736_982,2026-02-06 19:40:31,DEV_4FF9C9F8,DEV_3A065C44,172.27.11.65,172.23.228.4,1,yahoo.com,1044,74,3,0,79532,1,Ahmedabad,Kolkata,41.1,False,1,df89d4169a13f862,0.08,84,0.021,True,0.026,False,-1,21,CLUSTER_0000,1,LEGITIMATE,0
REF_008722,CUST_29342,CUST_68608,CODE_9342_864,2026-04-22 12:48:58,DEV_058C7E76,DEV_C5E327F0,192.168.60.212,172.27.93.97,3,yahoo.com,47,18,2,0,30724,4,Pune,Pune,35.54,False,1,8a35370b5b49e849,0.292,48,0.044,True,0.073,False,-1,29,CLUSTER_0024,5,REFERRAL_RING,1
REF_000096,CUST_34184,CUST_91632,CODE_4184_584,2025-06-30 05:07:09,DEV_1FB295DA,DEV_C4C18E16,172.29.136.178,172.20.186.14,2,yahoo.com,1958,298,1,0,51541,2,Jaipur,Ahmedabad,31.15,False,1,c4ae6a9dcddfc907,0.13,43,0.241,True,0.126,False,-1,22,CLUSTER_0000,1,LEGITIMATE,0
REF_008148,CUST_18414,CUST_79091,CODE_8414_775,2026-01-30 19:01:37,DEV_8E33D66C,DEV_7C357330,10.67.209.88,172.17.73.219,2,hotmail.com,1336,358,3,0,38451,4,Ahmedabad,Pune,10.65,False,1,647c9218f3b33119,0.117,86,0.395,True,0.003,False,-1,7,CLUSTER_0000,1,LEGITIMATE,0
REF_007816,CUST_47837,CUST_91745,CODE_7837_296,2025-12-05 17:25:28,DEV_DA279602,DEV_5268FC48,192.168.161.29,172.24.211.154,2,gmail.com,976,361,2,0,9321,5,Delhi,Mumbai,46.2,False,1,4abdda6c04934858,0.287,36,0.23,True,0.15,False,-1,28,CLUSTER_0000,1,LEGITIMATE,0
REF_008760,CUST_55857,CUST_92152,CODE_5857_512,2026-04-22 12:47:32,DEV_BD5EA3E1,DEV_551B015C,192.168.200.174,172.25.37.247,2,outlook.com,8,17,3,1,38582,5,Hyderabad,Delhi,48.63,False,2,5ffa3ee1247847dd,0.089,42,0.414,True,0.2,False,-1,28,CLUSTER_0031,6,REFERRAL_RING,1
REF_001517,CUST_54092,CUST_84478,CODE_4092_417,2025-07-25 19:40:45,DEV_9CECE439,DEV_D6728903,172.31.218.225,192.168.13.79,2,rediffmail.com,697,30,1,0,54071,4,Chennai,Kolkata,2.01,False,1,f21dee879343ba75,0.122,34,0.074,True,0.136,False,-1,29,CLUSTER_0000,1,LEGITIMATE,0
REF_009628,CUST_25597,CUST_75081,CODE_5597_385,2025-07-07 00:56:59,DEV_57B73A4A,DEV_24E9F809,10.52.161.93,172.22.123.20,2,rediffmail.com,771,98,14,13,42,3,Ahmedabad,Delhi,47.42,False,1,a5bf3fb8c79996a7,0.046,120,0.192,True,0.139,False,-1,2,CLUSTER_0000,1,BURST_VELOCITY,1
REF_005429,CUST_23340,CUST_80664,CODE_3340_373,2026-02-01 09:45:35,DEV_49A6D44A,DEV_B40BF923,172.31.30.89,10.38.254.58,2,rediffmail.com,950,84,2,0,16054,2,Jaipur,Pune,51.15,False,2,615536e658d5847a,0.191,17,0.081,True,0.145,False,-1,19,CLUSTER_0000,1,LEGITIMATE,0
REF_001624,CUST_39799,CUST_79020,CODE_9799_434,2025-07-19 22:41:46,DEV_E14E4F20,DEV_7AD92737,192.168.158.44,10.46.37.190,1,gmail.com,1417,356,1,0,83706,5,Pune,Surat,50.91,False,1,8441b291f73738c8,0.126,33,0.28,True,0.047,False,-1,0,CLUSTER_0000,1,LEGITIMATE,0
REF_003791,CUST_27089,CUST_95978,CODE_7089_309,2025-07-15 03:35:35,DEV_1A9A8CE5,DEV_5A09934D,172.25.36.175,172.21.166.64,1,icloud.com,1997,208,2,0,48749,3,Pune,Mumbai,22.71,False,2,d9b2a90b272d4bba,0.228,89,0.127,True,0.085,False,-1,22,CLUSTER_0000,1,LEGITIMATE,0
REF_002759,CUST_22552,CUST_98514,CODE_2552_321,2026-03-20 05:14:58,DEV_97CEFE18,DEV_3393AF67,172.20.149.132,192.168.169.63,2,gmail.com,275,197,3,0,55507,4,Ahmedabad,Delhi,15.78,False,1,ed0bb05af053774d,0.244,76,0.281,True,0.016,False,-1,7,CLUSTER_0000,1,LEGITIMATE,0
REF_002955,CUST_51803,CUST_98153,CODE_1803_989,2025-06-02 07:33:30,DEV_70D46B92,DEV_31850EEC,172.28.165.255,10.107.225.165,2,rediffmail.com,1303,195,2,0,19195,3,Ahmedabad,Mumbai,55.9,False,2,7d9ebf2c8e43e3b1,0.196,41,0.299,True,0.03,False,-1,30,CLUSTER_0000,1,LEGITIMATE,0
REF_002983,CUST_28254,CUST_76506,CODE_8254_573,2025-08-24 16:13:44,DEV_3E972C89,DEV_56C8992A,172.19.179.94,192.168.94.155,2,protonmail.com,925,339,3,0,44155,2,Chennai,Kolkata,30.03,False,2,b97271c919f9012a,0.225,16,0.189,True,0.03,False,-1,15,CLUSTER_0000,1,LEGITIMATE,0
REF_008601,CUST_17610,CUST_72233,CODE_7610_199,2026-04-22 12:48:31,DEV_E7CD99F4,DEV_06A2C6F5,192.168.244.237,172.20.179.245,2,protonmail.com,57,23,5,0,23259,2,Chennai,Chennai,18.67,False,1,3896155e5d2609a8,0.208,42,0.15,True,0.151,False,-1,17,CLUSTER_0003,4,REFERRAL_RING,1
REF_004424,CUST_39964,CUST_82911,CODE_9964_423,2026-02-07 09:12:44,DEV_8FF2FEAD,DEV_626D005D,10.169.105.73,10.22.30.76,1,protonmail.com,1035,264,1,0,30612,1,Delhi,Delhi,31.67,False,1,c972bd5ae1a960e6,0.203,61,0.281,True,0.132,False,-1,21,CLUSTER_0000,1,LEGITIMATE,0
REF_004814,CUST_16352,CUST_92000,CODE_6352_774,2025-07-11 23:33:41,DEV_98421DAE,DEV_8121723D,192.168.136.154,10.3.135.229,2,hotmail.com,1451,166,3,0,48857,2,Kolkata,Mumbai,34.17,False,2,98b6e14ff65da08e,0.091,65,0.202,True,0.049,False,-1,24,CLUSTER_0000,1,LEGITIMATE,0
REF_004826,CUST_45269,CUST_82573,CODE_5269_893,2025-07-13 14:29:53,DEV_EFDD2221,DEV_BDFB7CEF,10.8.20.117,10.238.197.160,1,gmail.com,757,264,0,0,35774,4,Ahmedabad,Kolkata,30.45,False,2,439fdd5e26bf3087,0.064,89,0.168,True,0.075,False,-1,30,CLUSTER_0000,1,LEGITIMATE,0
REF_001958,CUST_25981,CUST_75561,CODE_5981_868,2026-01-12 07:55:06,DEV_E88F8D4C,DEV_3FFDA29D,192.168.154.111,10.149.131.81,2,rediffmail.com,1585,236,0,0,69441,3,Ahmedabad,Delhi,19.19,False,2,62b2cc59f25d6ced,0.164,39,0.125,True,0.12,False,-1,16,CLUSTER_0000,1,LEGITIMATE,0
REF_009427,CUST_17953,CUST_84996,CODE_7953_567,2025-05-24 14:50:29,DEV_46A1150E,DEV_CA04A5AE,172.31.112.162,172.19.36.64,2,temp-mail.org,309,2,3,1,50664,3,Bengaluru,Mumbai,47.94,False,1,d2fe015c2c7b992e,0.86,96,0.554,True,0.036,False,-1,22,CLUSTER_0000,1,SYNTHETIC_IDENTITY,1
REF_007481,CUST_18272,CUST_83511,CODE_8272_584,2026-01-25 18:35:56,DEV_EF6990CF,DEV_9D5F349F,192.168.188.183,192.168.17.222,2,yahoo.com,750,276,1,0,73497,2,Delhi,Chennai,17.38,False,2,bd015f6f23d916cf,0.114,82,0.243,True,0.105,False,-1,21,CLUSTER_0000,1,LEGITIMATE,0
REF_007345,CUST_50675,CUST_78795,CODE_0675_867,2025-11-01 15:30:48,DEV_5F3675E4,DEV_4DC24EE7,172.28.32.174,192.168.133.167,2,protonmail.com,942,107,1,0,73547,2,Bengaluru,Delhi,31.09,False,2,d517761f539c1e4b,0.24,23,0.372,True,0.037,False,-1,22,CLUSTER_0000,1,LEGITIMATE,0
REF_006562,CUST_51198,CUST_85323,CODE_1198_733,2025-05-15 11:04:44,DEV_D25B1D7C,DEV_BCB1F85A,172.22.192.95,10.76.65.205,1,gmail.com,1501,278,2,0,64175,1,Pune,Chennai,30.5,False,1,ef16d6d10c4004c7,0.186,96,0.211,True,0.144,False,-1,27,CLUSTER_0000,1,LEGITIMATE,0
REF_008666,CUST_33052,CUST_98179,CODE_3052_405,2026-04-22 12:45:28,DEV_20C8D4AF,DEV_53D0B6B1,10.92.48.106,172.17.208.250,1,gmail.com,13,43,4,1,52854,2,Kolkata,Hyderabad,5.0,False,2,b415abd1c30d5ecf,0.095,72,0.294,True,0.063,False,-1,4,CLUSTER_0015,7,REFERRAL_RING,1
REF_006174,CUST_52607,CUST_65935,CODE_2607_170,2026-02-20 00:44:29,DEV_613F0D34,DEV_DDAB9785,172.30.252.146,10.222.38.186,2,gmail.com,742,71,0,0,70581,4,Mumbai,Surat,53.74,False,2,97320124e8339d06,0.247,31,0.211,True,0.143,False,-1,8,CLUSTER_0000,1,LEGITIMATE,0
REF_010001,CUST_18414,CUST_67195,CODE_8414_775,2025-10-27 10:30:38,DEV_8E33D66C,DEV_761428D0,10.67.209.88,10.8.110.144,2,rediffmail.com,1582,148,19,1,76248,60,Ahmedabad,Surat,9.15,True,2,cf3a4397275482ca,0.108,62,0.261,True,0.061,True,71,166,CLUSTER_0000,1,REFERRAL_CODE_FARMING,1
REF_005651,CUST_42918,CUST_98574,CODE_2918_704,2026-02-07 19:19:49,DEV_56F33941,DEV_1C5C42AA,10.207.250.201,192.168.50.189,1,hotmail.com,1402,365,1,0,16376,3,Pune,Mumbai,18.35,False,2,c83e7995f2dcce91,0.236,77,0.395,True,0.127,False,-1,7,CLUSTER_0000,1,LEGITIMATE,0
REF_001714,CUST_49052,CUST_79230,CODE_9052_579,2025-05-07 19:08:14,DEV_D5CA5C16,DEV_76C0F902,192.168.50.99,192.168.164.242,1,hotmail.com,1350,358,0,0,52123,4,Jaipur,Ahmedabad,43.81,False,2,a69b7404a7b17334,0.002,46,0.081,True,0.082,False,-1,23,CLUSTER_0000,1,LEGITIMATE,0
REF_000020,CUST_43122,CUST_76358,CODE_3122_600,2025-12-13 05:47:50,DEV_E506A953,DEV_61A467FE,10.10.111.63,10.111.28.202,1,gmail.com,589,92,1,0,16906,5,Hyderabad,Hyderabad,27.12,False,2,1768aa6eea7b7281,0.299,52,0.334,True,0.081,False,-1,15,CLUSTER_0000,1,LEGITIMATE,0
REF_004707,CUST_27807,CUST_90676,CODE_7807_443,2026-01-08 04:03:20,DEV_3D39AA1A,DEV_B7388854,172.30.159.39,10.166.240.107,1,outlook.com,1724,208,2,0,42779,3,Pune,Delhi,31.69,False,2,c5d5de069382fccf,0.278,16,0.051,True,0.079,False,-1,8,CLUSTER_0000,1,LEGITIMATE,0
REF_008940,CUST_24328,CUST_70230,CODE_4328_338,2025-11-28 15:56:38,DEV_284DB7D1,DEV_8F11C012,10.174.53.80,172.23.91.50,2,protonmail.com,382,296,15,3,771,3,Jaipur,Pune,43.93,False,2,633ac18b3cf5d680,0.144,92,0.168,True,0.107,False,-1,19,CLUSTER_0000,1,HIGH_VELOCITY,1
REF_005441,CUST_39495,CUST_65358,CODE_9495_365,2025-12-19 21:48:47,DEV_E237528C,DEV_42B2D6F7,192.168.164.192,172.23.187.106,2,yahoo.com,1066,111,3,0,63979,5,Chennai,Ahmedabad,45.72,False,1,60870ae8ae7f65c5,0.299,13,0.463,True,0.082,False,-1,30,CLUSTER_0000,1,LEGITIMATE,0
REF_003782,CUST_47088,CUST_79267,CODE_7088_798,2025-10-14 11:39:49,DEV_66981B37,DEV_A091FE69,172.31.81.57,172.24.151.187,1,gmail.com,1309,354,2,0,38302,2,Bengaluru,Bengaluru,51.67,False,1,dcbbf4a796f0eee9,0.053,92,0.046,True,0.012,False,-1,21,CLUSTER_0000,1,LEGITIMATE,0
